270342	2
244742	161
305155	6
401418	1
334864	8
28698	96
103450	3
90140	1
321574	1
236582	4
217126	30
272418	2
317474	1
27687	3
319532	1
162856	8
426025	1
283697	43
11317	1
55349	148
475198	1
361535	1
284728	1
331845	2
113731	31
26699	1
239695	2
258135	2
66646	1
267358	1
331864	24
305255	1
140392	2
443498	2
323690	1
341109	5
102512	27
204914	1
151668	15
373885	2
65659	2
317563	1
22655	1
397447	18
313478	15
88195	412
53383	7
374920	1
437398	180
201878	1
416915	77
285852	1
153755	1
321693	28
285854	3
310424	2
309415	14
91306	4
141492	6
81078	1
81083	1
373950	1
54459	16
63675	8
373944	1
460997	1
32967	1
430286	1
365775	1
405704	1
183507	1
99540	1
303314	2
316627	1
479440	4
297183	10
424166	1
121057	6
42208	27
154851	1
66787	11
235750	2
396524	1
332008	144
189682	1
388342	9
81140	2
46332	40
401666	1
371968	1
318734	11
276744	1
318731	24
416022	66
420116	1
339223	1
81172	31
278802	1
124182	1
335132	2
99610	1
82204	4
228641	3
403749	1
45349	14
331053	1
372013	1
102696	102
9517	46
318772	4
236850	1
311603	1
153912	133
295230	5
264504	4
337209	1
200000	5
43332	24
232773	41
129354	43
210255	3
330057	9
55628	1
197969	1
259408	4
477523	104
310609	1
259413	3
41302	6
312659	69
165210	1
18780	12
53603	15
272737	9
331116	4
342391	1
70005	1
315772	1
343422	1
186754	20
393602	8
176516	1
368015	1
465293	2
489869	2
201096	1
320916	6
430487	7
202129	1
222609	2299
313751	287
335249	10
245140	1
390546	5
215448	6
199064	179
90528	6
265645	1
276906	2
62896	1
8624	1
215473	1
260528	72
252340	5
70079	19
58817	7
394692	3
5571	1
51653	1
59845	20
243147	1
172491	4
403917	1
403927	1
306646	179
387536	1
26070	1
233941	15
30169	1921
255448	6
458200	1
251356	1
251362	3
344544	3
188910	1
344552	21
31214	1
153079	1
14837	66
44535	66
300542	2
202239	6
421383	584
144902	8
267776	5
303617	34
383491	6
35339	10
396808	2
52750	8
321035	1
396809	133
252432	74
462352	1
329252	14
329248	96
331311	1
267829	4
13877	1683
67124	16
296498	9
165434	2
178744	14
79419	81
331320	1
375354	2
460359	1
52801	273
263751	7
439874	1
45638	10
242244	2
154186	5
266831	4
108115	1071
289362	1
13916	1
262746	3
133731	13
13921	2064
19043	26
274023	49
38499	27
436832	12
357997	1
262766	1
422506	57
64108	20
62062	31
262763	1
298603	1
47731	510
262768	7
28277	60
211578	239
194175	2
297593	2
216707	17
321157	4
312966	1
421506	3
317057	2
254603	1
37513	13
395919	1
247433	3
267918	28
492173	173
432781	1
398995	2
416401	1
19097	1
304792	27
32412	1097
126625	1
167590	1
7845	1
21159	2
330415	2
289455	1
252591	167
274091	1
290491	2
12996	2
19145	3
312014	648
338638	10
67274	87
244431	281
24271	589
185043	2
266962	1
108247	19
41688	1
465630	2
308957	4
333541	2
338656	5
392931	4
94951	600
450286	1
258792	1
150249	30
162541	8
185069	1
120561	1
120560	9
58098	252
392946	1
398076	219
263935	11
267002	1
99072	4
368390	1
185102	1
62226	21
288529	1
249620	4
381714	13
185113	1
264997	1
328481	4
334625	1
271139	21
317224	2
338731	10
443191	2
181040	102
276285	2
333631	182
165689	676
20288	6
368452	4
143171	1
179018	2
457547	2
230222	1
100174	1
239442	1
185172	46
341851	1
256867	1
300901	5
369510	1
232293	1
246635	1
266092	2
419692	4
367465	3
256879	1
294763	4
328554	1
285556	1
291716	9
239490	8
418692	1
479109	1
149382	1
224132	31
422792	2
424852	4
269201	1
51093	11
82839	388
61338	2
299928	23
329626	2
262050	1
231329	49
64419	1
374689	1
17317	34
179109	11
9127	1
21417	1
436141	1
275370	2
314283	8
300981	2
125872	1
186291	5
393143	1
251824	1
224183	1
55221	2444
187316	2
13243	9
339896	2
432056	6
285637	1
411585	3
329677	13
71627	1
32714	1
443341	2
336841	1
393161	3
13269	4
304083	3
140248	1
139231	5
265188	1
190438	1
210918	2
338923	16
411636	28
328694	1
51187	12
276466	1
314354	5
69623	1
422908	21
329720	54
364539	30
313339	218
395257	1
60415	1
